text,score
"תם הזמן. תודה רבה, אורית סטרוק. 
",
"- - לנהל את הישיבה בצורה ראויה. 
",
"חבר הכנסת שלמה קרעי – חסר. חבר הכנסת אבי מעוז, בבקשה. שתי דקות. 
",
"אני מצטרף לדבריה של חברת הכנסת דיסטל. אנחנו מדברים על רצף של חוקים; אני על החוק הזה לא הספקתי לעבור, ובאים הגורמים המקצועיים – לא נעים לי מהם – הם פשוט מקריאים את מה שכתוב בחוק. אני יודע לקרוא לבד. הם לא מסבירים ולא מביאים שום השלכות של החוק. 
",
"הייתי מבקש לקבל תשובות לפני ההצבעה על החוק, ובהתאם לתשובות אשקול את הצבעתי. 1. מה עלות השינוי שמתבקש פה? האם יש עלות או האם יש חיסכון בהצעת החוק הזאת?
",
"יש מושג: כסף אינו נחשב. מה העלות – מה זה משנה?
",
"הוא יכול לענות לי לא בכסף, הוא יכול לענות לי בעניין עקרוני. הנקודה השנייה שאני מבקש לדעת היא לגבי היולדות. ממה שכתוב פה לא ברור לי בדיוק איך היולדות אמורות לקבל פיצויים או דמי לידה או תקראו לזה איך שאתם רוצים במונחים המקצועיים שלכם. האם יש בחוק מגמה מוסתרת, שהיא ההיפך מעידוד הילודה או האם המגמה היא דווקא עידוד הילודה או האם אין מגמה מוסתרת בכלל? איך זה נוגע לחוק הזה, שמכיל פה ארבעה דפים. 
",
"תודה רבה, חבר הכנסת אבי מעוז. עשר שניות. 
",
"אני רוצה להבין על מה אני מצביע. 
",
"בסדר. 
",
"אבל את לא יכולה כל פעם שאני שואל שאלות - - -
",
"אבל זה הזמן, זה שתי דקות לכל אחד. 
",
"אני לא דיברתי, לא על אביתר ולא על השחיתות שלכם - -
",
"בסדר גמור, אבל זה שתי דקות לכל אחד. 
",
"- - אני מאוד רוצה להבין על מה אני מצביע. 
",
"בסדר. הוא שמע את השאלות והוא יתייחס בסוף. 
",
"בסדר, יש לי עוד שאלות. מה ההשלכות לגבי דמי האבטלה? מה אנחנו רוצים מהצעירים?
",
"זה דיון על הקדמת הדיון, המהות תיעשה בוועדה. 
",
"זה לא המהות. האם - - - ?
",
"אי-אפשר להפריד בין השניים. עידית, הסברתי קודם – אי-אפשר. אם אומרים שפטור מהנחה זה על בסיס הדחיפות וחשיבות, אז התוכן רלוונטי לדיון. 
",
"העניין של פטור, כמו שהסביר חבר הכנסת כסיף - - - 
",
"תם הזמן. 
",
"העניין של הפטור הוא חשיבות ודחיפות; מה החשיבות ומה הדחיפות?
",
"אבי מעוז, תודה רבה. תם הזמן. חבר הכנסת יעקב אשר, בבקשה. התחלנו, שתי דקות. 
",
"גברתי היושבת-ראש, אני שוב מצר על כך שבמקום לסגור דברים ולנהל את הדברים באלגנטיות את מביאה אותנו בכוח – בכוח – להגיע לדברים שאנחנו באמת לא רוצים להגיע. אחד הדברים שהתקוממת עליהם, ובצדק – סליחה, סליחה וולדי. איך קוראים לו?
",
"רון. רון כץ. 
",
"רון, אתה מפריע לי. 
",
"פרוש, אתה רוצה - - -?
",
"קוראים לי אשר. 
",
"הראשון שהתבלבל ביני לבין פרוש. גברתי היושבת-ראש, אני רואה שאת בהקשבה. כפי שהתרעמת על כינויים שכביכול - - 
",
"זה הנורבגי. 
",
"הוא לא נורבגי. הוא פתח תקווה. 
",
"- - - שכינו אותך בכינויים, שחלקם יוכלו להגיד מעליב או לא – אבל אני חושב, כשפקיד ממשלתי רוצה לתת תשובה לחבר כנסת ואת אומרת לו: חמודי, אתה לא עונה כלום, אז גם לפקיד ממשלתי, שהוא צעיר ויכול להיות שהוא גם חמוד, אני חושב שאם זו מחמאה אז גם דברים אחרים הם מחמאות. אתם משחקים על הרגש – הלב שלי כבר נגמר – כל פעם מחדש על מה שעושים ליושבת-ראש וכו'. אני רק אומר לך דבר אחד, כמו שפנו אלייך גם קודם: צריך להפעיל את החוכמה ואת הפרקטיות גם בדיונים כאלה. כן, אנחנו עושים את תפקידנו, גברתי. אנחנו עושים את תפקידנו, ונעשה אותו בצורה מלאה עד כמה שאפשר. את, תוך כדי שאני מדבר את מסתמסת עם אלקין או השד יודע מי, וזה נקרא לא חצוף, ועוד הערת לאופיר כץ שהוא מחזיק טלפון ביד, כשהוא בהמתנה למשרד ממשלתי. אז האחד בפה והאחד בלב הזה, הצביעות הזאת באמת לא צריכה להיות. אני לא חושב שהיא אופיינית, היא לא צריכה להיות כאן. ביקשו חמש דקות התייעצות סיעתית; היה עולה לך הרבה פחות מאשר - - - 
",
"אעלה לכל אחד מכם סרטון איך הוא נראה. 
",
"בועז, שלום. 
",
"תודה רבה, חבר הכנסת יעקב אשר. 
",
"לא עכשיו, דיברתי על קודם. אל תהיה – שלוש נקודות – קופץ בראש. 
",
"יעקב אשר, תם הזמן. 
",
"תקשיב גם מה שאומרים. 
",
"אני רוצה להודיע הודעה, ולשון הודעה היא כזו: - - -
",
"רגע רגע, אפשר להכניס את חברי הכנסת שהוציאו אותם?
",
"לא, ממש לא. 
",
"איך הם ידעו מה ההודעה?
",
"אני רוצה להודיע הודעה, ולשון ההודעה היא כזו: צוות הוועדה, שיושב כאן לצדי, בדק בשנית את כל עניין ההצבעה שהיה עליה מחלוקת לגבי הדיון. ההצבעה הייתה על דיון בבקשת הממשלה להקדמת הדיון בהצעת חוק תיקון פקודת התעבורה (מס' 120) (תיקון מס' 2), התשפ""א-2021, מ/1415. על פי בדיקת המצלמות: 17 הצביעו בעד, 16 הצביעו נגד, ואי לכך ובהתאם לזאת ההצעה עברה. תודה. 
",
"רביזיה. 
",
"קריאות. 
",
"יש עליה רביזיה, הכול בסדר. גם אנחנו הגשנו רביזיה. 
",
"זה לא אומר שהקואליציה לא - - - זה לא אומר כלום. 
",
"אנחנו עוברים לדובר הבא – אוסאמה סעדי. בבקשה. 
",
"כל הכבוד. כל הכבוד, הנה – צעד בונה אמון. 
",
"כל הכבוד. דוד ביטן, בבקשה, אתה עוד מעט מדבר. אוסאמה סעדי, בבקשה. 
",
"עידית, תדאגי לפושים שיעדכנו שניצחתם בהצבעה. 
",
"אל תדאג לפושים כאלה. אל תדאג, הכול בסדר. תכניסו את שמחה רוטמן, בבקשה. תודה. אוסאמה סעדי, בבקשה. 
",
"גברתי היושבת-ראש, בדרך כלל הצעות חוק מהסוג הזה היו עוברות פה אחד, כי חוקים כאלה חברתיים, אפילו בכנסת ובממשלה הקודמת, תמכנו בחוקים האלה. כשמביאים חוקים חברתיים אני חושב שכולנו צריכים להתאחד ולהעביר את החוקים האלה, במיוחד כשמדובר בדמי אבטלה, חל""ת או נשים יולדות. אבל כאשר מנסים לפגוע בחוקים כאלה, אז אנחנו בוודאי שנתנגד. הזכיר חברי אופיר כץ את העניין של אלה שהם מעל גיל 67, אבל אני גם מעלה את הנושא של גילים פחות מ-45. כולנו – יבגני, אתה מפריע לו לשמוע אותי. 
",
"אתה מדבר על מובטלים באופן כללי, אוסאמה?
",
"יש תמריצים אחרים בשביל המעסיקים להעסיק אותם. 
",
"גם אלה שהם בני פחות מ-45, אנחנו כולנו רוצים שהם יחזרו. 
",
"- - - 
",
"זו קבוצה אחת, עכשיו אני מדבר על קבוצה שנייה. 
",
"גבי, שמעת? יש תמריצים אחרים, הם לא מכניסים את זה. 
",
"אני מדבר על הקבוצה שהם פחות מ-45 - - -
",
"היא אמרה שהם מכניסים את זה. הנה. 
",
"סליחה, למה אתם מפריעים לו?
",
"בדיוק. אלה שהם פחות מגיל 45, אנחנו רוצים, מיכל, רוצים שהם יחזרו לעבוד. יש מקומות עבודה שמשוועים לעובדים ועובדים לא חוזרים, אבל יש ענפים שלמים שהם סגורים. הענפים האלה, מאזן חברי, שהעלית את זה גם – תיירות, מורי דרך, סוכני נסיעות, עובדים במשרדי סוכני נסיעות – עכשיו הענפים האלה סגורים, דני, אז גם אלה שהם פחות מגיל 45, למה צריך שהם יאבדו את הזכאות שלהם? עסקים שהם פתוחים – מסעדות ודברים כאלה – שיחזרו ויעבדו, אל תיתנו להם חל""ת ואל תיתנו להם אבטלה. הקריטריון של הגיל לא צריך לעמוד - - - 
",
"אתה צודק, ולדעתי - - - 
",
"אוסאמה, תודה. תם זמנך. חבר הכנסת אוריאל בוסו, בבקשה. 
",
"רק שאלת הבהרה: איזה - - - ? 
",
"מורי דרך, תיירות. 
",
"אגב, כשהסתכלו בווידאו הסתכלו אם ביקשנו התייעצות סיעתית?
",
"- - - 
",
"סליחה, סליחה, סליחה. חבר הכנסת אוריאל בוסו, בבקשה. 
",
"שאלת הבהרה: בווידאו - - - 
",
"לא, אתה לא שואל אותי עכשיו. עכשיו זה תורו של אוריאל בוסו. בבקשה. 
",
"גברתי היושבת ראש, ראיתי הבוקר תופעה, ששלחו את זה בווייז, כשרוצים לרשום את ביתו של ראש הממשלה נפתלי בנט ברעננה רשמו: בית הנוכל בנט – ואז זה מגיע לכתובת. זה מאוד הציק בהתחלה, זה בכל זאת פוגע. 
",
"לא, זה לא הציק בכלל. לא מציק בכלל. 
",
"אבל אחר כך אמרתי לעצמי שיכול להיות שזה ההסבר למה המשטרה נותנת הנחיות אחרות להפגנות ברעננה לעומת ההפגנות בבלפור, כי הנראה זה לא אותו דבר – בית ראש הממשלה. מצד שני, אני חושב שברגע שראש הממשלה נפתלי בנט החליט שהוא לא בא לבלפור והוא נשאר ברעננה – זה ביתו העיקרי של ראש הממשלה והגבלת ההפגנות – צריך לזכור שהממשלה הקודמת בעיקר נפלה בגלל שתמיד מר גנץ קם ואמר שלא יהיו הגבלות על הפגנות. ופה שתיקת אנשי החופש. 
",
"איפה הוא יעבור אם הוא לא פינה את בלפור, בוסו?
",
"תודה רבה. 
",
"רגע, עברו שתי דקות?
",
"כן, עברו לך שתי דקות. 
",
"למה שתי דקות?
",
"אני סופרת שתי דקות לכולם. 
",
"תגידי, יש לך שעון של שבת?
",
"שתי דקות זה לא 120 שניות פה. 
",
"לא עברה דקה, עידית. 
",
"כל דקה היא 30 שניות. 
",
"אוריאל בוסו, עבר. משה ארבל, בבקשה. 
",
"אם קראת את הספר של הוקינג, זו לא המשמעות של תולדות קיצור הזמן. 
",
"אתה לוקח לי את השניות. רציתי לבדוק את הנתונים, שחבר הכנסת מיקי זוהר דיבר - - - 
",
"חבר הכנסת אוריאל בוסו, אני מצטערת. תם הזמן שלך. חבר הכנסת משה ארבל. 
",
"הוא לא דיבר, מה את רוצה ממנו?
",
"סליחה. משה ארבל, בבקשה. סורי, מצטערת. חבר הכנסת משה ארבל, בבקשה. 
",
"- - - 
",
"אני מבקשת שקט. 
",
"- - -
",
"סליחה. משה ארבל, אתה מדבר? תודה. בבקשה, שתי דקות. 
",
"אני מבקש רשות דיבור, ולאפשר לי את זה, אם אפשר. גברתי היושבת-ראש, חבריי חברי הכנסת, אני מבקש גם את צוות הקצרנים של הוועדה לדייק בדברים הללו שאני הולך לומר, חבריי, כי אני כרגע בעתירה תלויה ועומדת בבג""ץ. כשהוגשה עמדת הכנסת בנוגע למניעת העלאת הצעות חוק על ידי היושב-ראש מטעם חברי האופוזיציה למשך חודש ימים, הוגשה עמדת הכנסת, שלטעמי היא עמדה, שבלשון עדינה, לא מדייקת בעובדות. 
",
"שקרית, בעברית. 
",
"יחד עם זאת, בהודעה מעדכנת שנמסרה לבית המשפט העליון, בסעיף 3 מציינת הלשכה המשפטית של הכנסת שהביעו את דעתם שנכון בשלב זה להמתין עם העלאת הצעות חוק לדיון מוקדם עד להקמת הוועדות הקבועות. 
",
"אנחנו נמצאים במציאות שבה מונחת כאן לפנינו בקשה לפטור מחובת הנחה על רשימה ארוכה מאוד – למעלה מעשר הצעות של חוק של הממשלה – כשעדיין לא הוקמו הוועדות הקבועות, והצעות החוק הללו מונחות כאן בבקשה לפטור מחובת הנחה. אם הטעם של היעדר ועדות קבועות הוא טעם ענייני, באותה מידה הטעם הזה צריך לחול גם על הצעות חוק ממשלתיות. 
",
"חבר הכנסת משה ארבל, תודה רבה. 
",
"הוא לא סיים לדבר. רגע. 
",
"סליחה. הנושא תלוי ועומד בבג""ץ, אני מבקש שהפרוטוקול יקבל את הטענה – לפחות הפרוטוקול, אם את לא מקשיבה, אז הפרוטוקול לפחות יציין את זה. 
",
"בסדר, שמענו. תודה. אני מקשיבה. תודה רבה, יש לכל אחד שתי דקות. 
",
"מדובר בהתנהלות בריונית חמורה - -
",
"שמעתי, אבל יש לכל אחד שתי דקות ועבר הזמן. 
",
"- - ולא פחות מכך – לשקר את בית המשפט העליון. תודה. 
",
"חבר הכנסת משה ארבל, אני קוראת אותך לסדר פעם ראשונה. 
",
"זה לא שקר ראשון. 
",
"חבר הכנסת שמחה רוטמן, שתי דקות מתחילות עכשיו. לא להפריע. 
",
"אני מבקש לא להפריע. אם כבר מצלמת בודקות עניינים, בדיקת מצלמה שלי הראתה לי שבפעם הקודמת שנתת לי לדבר שתי דקות דיברתי בסך הכול – כולל ההפרעות שלך וכולל ההתראות שלך שעבר לי הזמן – 1:58 דקות. יש מצלמות, המצלמות גם יראו את השקר, אז בבקשה, נא לתת כבוד לחברי הוועדה שמדברים. תודה. 
",
"לעניין הארכת חוק הביטוח הלאומי. זה מאוד מטריד אותי שהממשלה שאך זה הוקמה מודיעה לנו כבר עכשיו שהקורונה תימשך עד ה-31 במרץ 2022. אני מאוד מודאג מזה שנושא הוראת השעה בביטוח הלאומי ובדמי האבטלה יוארך למשך זמן כה רב. אני חושב שאם ראש ממשלה שכתב את הספר ""איך לנצח מגפה"", כבר בשבועיים הראשונים לכהונתו מסביר לנו שהוא לא מתכנן לנצח את המגפה ומביא לנו הצעות חוק בפטור מחובת הנחה בדחיפות רבה, שיוארכו עד 31 במרץ 2022, לציבור מאוד מאוד מגיע לדעת שאין שום כוונה לממשלה הנוכחית למגר את הקורונה. הדבר הזה מאוד מאוד מטריד בעיניי. אם היה מדובר בהארכה של חודש-חודשיים-שלושה – אני חושב שמגפת החל""ת, שבצדק גמור נפתלי בנט הסביר את ההרסנות של החל""ת למשק ומה שזה מייצר ואנשים שלא חוזרים לשוק העבודה, להאריך את התקופה עד כדי כך זו פגיעה מאוד מאוד קשה בכלכלה. 
",
"חבר הכנסת שמחה רוטמן - - - 
",
"פגיעה מאוד מאוד קשה בכלכלה, ואני מבקש שהממשלה תחזור בה מהכוונה להאריך את זה עד כדי כך. 
",
"תודה רבה, תם הזמן. כל הכבוד, שמחה רוטמן, על העמידה ביעדים. 
",
"בקרוב אצלך. 
",
"חבר הכנסת דוד ביטן – אחרון הדוברים. שתי דקות מעכשיו. 
",
"כמה עולה הספר ""איך לנצח מגפה""?
",
"אזל מהשוק. 
",
"19 שקלים. 
",
"19 כולל מע""מ?
",
"זה לאגף התקציבים לגבי המע""מ. לא יודע. 
",
"בנט קרא את הספר?
",
"אבל אני מבקשת לא להפריע לחבר הכנסת דוד ביטן. סליחה, אל תפריעו. דוד ביטן. 
",
"אני רוצה להגיד שהגעתם היום לשיאים חדשים. מדוע? אתם אומרים בתחילת הישיבה שיושב-ראש הכנסת מודיע לכם שתודיעו לנו שאפשר לדון עד 40 דקות בסעיף מסוים. זה דבר שהוא שיא השיאים; אין לו סמכות כזאת ומעולם לא היה דבר כזה בדברי ימי הכנסת. אני מתפלא מאוד שגם מנהלת הוועדה וגם היועצת המשפטית נתנו לזה לעבור עד שאני לא התערבתי, לצערי הרב. 
",
"ומה הן הגיבו? מה הן אמרו – שאפשר?
",
"לא, יצאתי החוצה. הוציאו אותי. 
",
"מה הן אמרו אבל?
",
"ביטלו את זה, אבל אין דבר כזה, לא קיים. נכנס חבר הכנסת טופורובסקי ואומר: באתי בהודעה חשובה. 
",
"שיו""ר הכנסת משקר את בית המשפט העליון, זה קיים? כשהוא לא נותן לנו לחוקק חוקים, זה קיים? עשה לי טובה. 
",
"אפשר להיכנס טיפה לגופו של עניין לחוק עצמו מכיוון שיש גם את הנושא של חשיבות החוק וגם הדחיפות שלו. לכן כששואלים שאלות לגופו של החוק נדע להחליט לגבי החלטה ספציפית האם זה דחוף והאם זה נחוץ. אני חושב שהשיטה שאתם לא נותנים לשאול אף שאלה כמעט או לא משיבים – נותנים, אולי, במסגרת השתי דקות. תמיד שתי הדקות לא קשורות לשאלות ששואלים את הנציג של המשרד הממשלתי. 
",
"תראו, אפשר לנהל את זה בצורה כזו. אין בעיה, זכותכם. אתם רוצים שנגיד זכותכם? אין בעיה, אבל תחשבו על זה שלא צריך לפגוע בחברי הכנסת ולא בנוהל שהיה קיים ובדברים המקובלים שהיו קיימים פה זמן רב. צריך לכבד את זה, גם אם חושבים שצריך לדרוס את האופוזיציה, גם אם צריכים לקבל - - -
",
"תודה רבה. 
",
"אני יודע, הייתי במצב הזה שהממשלה לוחצת, שכל החוקים שהיא רוצה שיעברו בוועדת הכנסת יעברו, ולא מעניין אותם כלום. 
",
"ומכשילים - - - 
",
"תודה רבה. 
",
"ודבר נוסף: זה שאנחנו מצביעים נגד הצעת החוק – להקדים את הדיון בה – זה לא אומר שאנחנו נגד הצעת החוק, זה אומר שאנחנו נגד הקדמת הדיון, זה הכול. 
",
"תודה רבה, סיימנו את הזמן. 
",
"רק הערה. 
",
"לא לא, אין הערה. רק אומר, דוד ביטן, להעמיד דברים על דיוקם: היועצת המשפטית ומנהלת הוועדה לא גיבו את ההחלטה הזו. אז אני מבקשת - - - 
",
"עידית, הערה קצרה. 
",
"לא לא. אנחנו עוברים להצבעה על הצעת החוק. 
",
"התייעצות סיעתית. 
",
"התייעצות סיעתית. 
",
"התייעצות סיעתית חמש דקות. חוזרים לכאן ב-12:08. תודה. 
",
"חזרנו – 12:08 – להצבעה. ברוכים הבאים, חברי הוועדה המסדרת. הצבעה על סעיף מס' - - - 
",
"שמית, שמית. 
",
"הצבעה שמית, בטח. סעיף 4: בקשת הממשלה להקדמת הדיון בהצעת חוק הביטוח הלאומי (תיקון מס' 225 והוראות שעה) (הוראות מיוחדות לעניין דמי אבטלה ודמי לידה), התשפ""א-2021, מ/1420, לקריאה ראשונה. 
",
"(קוראת בשמות חברי הכנסת)
",
"גלית דיסטאל			- אינה נוכחת
",
"אופיר כץ			- נגד
",
"אתי עטיה			- נגד
",
"דוד ביטן			- נגד
",
"פטין מולה			- נגד
",
"מיקי מכלוף זוהר		- נגד
",
"קטי קטרין שטרית		- נגד
",
"מאי גולן			- נגד
",
"יוראי להב הרצנו		- בעד
",
"מירב בן ארי			- בעד
",
"רון כץ				- בעד
",
"בועז טופורובסקי		- בעד
",
"אוריאל בוסו			- נגד
",
"מיכאל מלכיאלי			- נגד
",
"איתן גינזבורג			- בעד
",
"רות וסרמן			- בעד
",
"עידית סילמן			- בעד
",
"ניר אורבך			- בעד
",
"אבתיסאם מראענה		- בעד
",
"רם שפע				- בעד
",
"יעקב אשר			- נגד
",
"מאיר פרוש			- נגד
",
"יבגני סובה			- בעד
",
"אלכס קושניר 			- בעד
",
"יוסי שיין			- בעד
",
"שמחה רוטמן			- נגד
",
"אבי מעוז			- נגד
",
"אוסאמה סעדי			- נגד
",
"עופר כסיף			- נגד
",
"שרן השכל			- בעד
",
"בני בגין				- בעד
",
"מיכל רוזין			- בעד
",
"גבי לסקי			- בעד
",
"אני כאן. 
",
"מה הצבעתך?
",
"נגד. 
",
"17 בעד, 16 נגד, אין נמנעים. 
",
"רביזיה. 
",
"רביזיה, גם שלנו גם שלכם. אי לכך ובהתאם לזאת, עבר - - - 
",
"ביקשו רביזיה. נא לרשום בפרוטוקול. 
",
"נרשם. 
",
"גם אני וגם ש""ס.
",
"הנה בועז. 
",
"אחלה בועז. 
",
"בועז, תהיה נחמד אתנו, בועז. 
",
"מה שלומכם? 
",
"בועז, לצאת כבר מראש?
",
"בועז, זה לא פייר מה שאתה עושה.
",
"עכשיו אנחנו דנים בבקשת הממשלה להקדים דיון בהצעת חוק יסוד: הממשלה (תיקון מס' 10), מ/1410. מי מציג?
",
"חוק הג'ובים. 
",
"אגב, אגף התקציבים עוזב, ולא ענו לי. 
",
"איזה סעיף?
",
"קטי שטרית, בבקשה להיות בשקט. סעיף 1. מי מציג את זה?
",
"שלום. ברשותכם, אציג את עוד פעם את הנימוקים. בשנת תש""ף, כמו שהזכרתי קודם, יצרה את הכנסת את המוסד החדש ששמו ממשלת חילופין. מדובר בממשלה שבה מכהנים לסירוגין ראש ממשלה וראש ממשלה חלופי. הממשלה ה-35 וגם הממשלה ה-36, שתיהן הוקמו כממשלות חילופין. השינויים שאתאר כעת מתבקשים לאור הניסיון שהצטבר עד כה וכדי לשפר את ההסדרים הנוגעים לאופן פעולתה של ממשלת חילופין, כמפורט להלן. 
",
"הצעת חוק יסוד: הממשלה מסדירה ארבע סוגיות. הראשונה, הרחבת ההסדר המיוחד של מנגנוני שקילות בין הגושים בממשלת חילופין, כך שהשקילות תחול גם על העבודה של ועדות שרים שלא הוקמו בחוק; השנייה, הוספת אפשרות למנות שני סגני שרים במשרד ראש הממשלה; השלישית, קביעה כי החילופין בממשלת חילופין ייערכו גם בשני מצבים נוספים, והם אי-קבלת חוק התקציב או קבלת חוק על התפזרות הכנסת בנסיבות מסוימות; האחרונה – הגבלת כוחם של ראש הממשלה וראש הממשלה החלופי בממשלת חילופין מלכהן בממשלה אחרת שתזכה לאמון הכנסת שבה כוננה ממשלתם. 
",
"כפי שהיה בהצעות הקודמות, גם כאן הממשלה מבקשת לקצר ולהקדים את התקופה. תודה. 
",
"תודה רבה לעורך דין יעקב פרידברג. אני מתחיל את הדיון. חבר הכנסת פרוש, בבקשה. נסו לעמוד בשתי דקות ולא להפריע אחד לשני כשמדברים. תודה. 
",
"אני שוב תמה: איך יכול להיות שהממשלה הזו – ראש הממשלה אולי פחות, אבל העיקר החליפי – עמד מעל דוכן הכנסת והתקיף חזור והתקף, כמעט כל שבוע הוא היה מתקיף את כל המושג הזה והרעיון של ראש ממשלה וראש ממשלה חליפי. 
",
"חבר הכנסת רון כץ, בבקשה תכבד את הדובר. 
",
"רכב כזה, רכב כזה; דירת שרד, לא דירת שרד. 
",
"חבר הכנסת יבגני סובה, בבקשה תכבד את הדובר. 
",
"כל הדברים האלה, במשך שנה שלמה הלך יאיר לפיד, רמס את כבודו של בני גנץ. 
",
"חבר הכנסת דוד ביטן, בבקשה תכבד את הדובר. 
",
"פשוט היה רחמנות לראות את בני גנץ, איך שהסתובב כאן בבניין. כאן בבניין ראיתי אותו – הוא היה שר הביטחון, אבל פה בבניין היה פשוט רחמנות לראות את בני גנץ, איך שיאיר לפיד יורד לחייו, פוגע בו, לא נתן לו יום מנוחה על כל המושג הזה של ראש ממשלה חליפי. 
",
"וגם גינזבורג. הרגו אותו בוועדה, מסכן. 
",
"אני לא הייתי בוועדה, לא יכול להגיד לך. 
",
"אני הייתי. 
",
"אני לא הייתי, אבל בני גנץ היה מסכן, מסכן לראות איך פגעו בו. ואתה בא ואומר לי כאן שראש הממשלה החליפי ביקש לדון בדחיפות בחוק הזה? אני לא מאמין. יש לך את זה בכתב? יש לך בכתב דבר כזה? כי בעל פה לומר שבני גנץ ביקש לדון על זה בדחיפות או יאיר לפיד – לא יכול להיות כזה דבר.
",
"תודה רבה. 
",
"מה תודה רבה? מגיעה לי תודה על זה שאני מעלה את זה? 
",
"אני מודה לך על זה שאתה דובר. 
",
"תגיד: אני מתבייש. תגיד: אני מתבייש להיות במפלגה של יש עתיד, של לפיד, שפגע אנושות בבני גנץ. ועכשיו אתה אומר לי שיאיר לפיד מבקש לדון על זה בדחיפות – לא מאמין לך. תביא לי משהו כתוב בעניין הזה. 
",
"תודה רבה, חבר הכנסת פרוש. חבר הכנסת שמחה רוטמן, בבקשה. שתי דקות. 
",
"תודה רבה, אדוני היושב-ראש. הרבה מקרים של היעדר בושה ראינו, אבל חוק יסוד כמו שאתם מנסים להביא עכשיו זה באמת שבירה של הרבה מאוד שיאים. כאשר הממשלה הקודמת – ואגב, אני התייצבתי פה אז בכובעי הקודם כיועץ משפטי של התנועה למשילות ודמוקרטיה והסברתי שלשנות חוקי יסוד בדרך הזו זה דבר לא טוב ולא נכון. כאשר הממשלה הקודמת שינתה את חוקי היסוד כדי לתת מענה לחוסר האמון הקיצוני בין שני חלקיה, אתם – אני מדבר אליך, אדוני היושב-ראש, אתה ומפלגתך – תקפתם אותם, ובמידה רבה של צדק, ששינוי חוק יסוד בגלל שחברי קואליציה לא מאמינים אלו באלו, זה דבר לא לגיטימי. מה שאתם עושים עכשיו, אתם אפילו מרחיבים את מה שנעשה בפעם הקודמת. בפעם הקודמת אמרו: רק אם יצביעו חברי הסיעה שתמכה בממשלה בצד מסוים של הפריטטיות בעד חוק לפיזור הכנסת, שזה כאילו יהיה הפרת אמון, אז ייווצרו איזה שהם חילופים. 
",
"עכשיו ייצרתם עוד משהו: לבטל את תפקידה של הכנסת כגורם מפקח בתקציב, ואם לא יצביעו בעד התקציב – אז מחליפים את ראש הממשלה, דבר שאין לו אח ורע, כמובן, בשיטת המשטר שלנו; דבר שמראה על חוסר האמון הקיצוני שקיים אצלכם, בתוך הממשלה. אם אתם כל כך לא מאמינים – ובצדק, אגב, כי כשיש ראש ממשלה ששיקר לבוחריו, ששיקר לכולם, ברור למה אתם לא מאמינים לנפתלי בנט ולאנשיו, ברור למה הוא לא מאמין לכם. האמת היא, אתם טיפה יותר אמינים, אבל לא בהרבה. גם אתם הבטחתם שלא יעשו המון שרים וגם בזה רימיתם את הבוחרים שלכם. 
",
"יש טיפה יותר אמינות. 
",
"אבל עדיין, בכל זאת. בואו נגיד שזה לא כזה כבוד גדול שמעמידים את האמינות שלכם בתחרות מול נפתלי בנט. אני מבין את חוסר האמון, אבל לשנות את חוקי היסוד באקט מזורז – בפטור מחובת הנחה, לא פחות – כדי לחפות על חוסר האמון ההדדי שיש בין החלקים השונים של המוטציה הזו שבניתם פה, הדבר הזה הוא פגיעה חמורה במוסד חוקי היסוד. מי שתקף את הדברים האלה בקולי קולות מעל דוכן הכנסת ופה בוועדות זה הייתם אתם. הייתי חושב שיש קצת, עוד טיפה, בושה מהצביעות הזאת במפלגה שטענה שהיא באה לעשות פוליטיקה אחרת. 
",
"תודה, אמרת דברים חריפים.
",
"חריפים אך נכונים. 
",
"חבר הכנסת מלכיאלי – אינו נוכח. חבר הכנסת אוריאל בוסו. 
",
"האמת היא שאין לי הרבה מה להוסיף, אבל כל פעם מחדש אנחנו המומים מהשינוי, ודווקא שמענו משרי הממשלה הנוכחית – מגנץ וחילי טרופר ששינוי האווירה וההתרסה שהייתה כנגדם בממשלה הקודמת כ- - - המושג של ראש ממשלה חליפי, ואנחנו ניקח תפקידים של אנשי האופוזיציה בעבר - - - אבל הרבה משפטים כן נצטרך לומר כי האומר דבר בשם אומרו מביא גאולה לעולם, ולכן כל פעם נעמוד, נביא ציטוטים של נפתלי בנט ושל יאיר לפיד נגד כל המונחים של הנורבגי, של החלופי, של הסגני שרים, זה לא מספיק, עדיין. באמת. 
",
"נקודה נוספת – האם הסעיף הזה, שמדבר כרגע, עם חידוד הסעיפים – מצביע על חוסר אמון בין החלקים השונים בתוך הקואליציה, שצריכים לשריין שריון על גבי שריון מבחינת השריון של האי-תקציב, או הצבעה של מישהו, או מתי נכנס החליפי? אז לאותם מי שאומר שלא קיימו הסכמים, כנראה שחוסר האמון בין חלקי הקואליציה הוא הרבה יותר ממה שראינו לפני כן, ולכן רוצים לעגן את זה בחוק. 
",
"שאלה טכנית – הצעת חוק יסוד: הממשלה, צריכים עוד לדון בחוק הדיינים. 
",
"לדעתי לא נספיק. 
",
"איך מתפרסם כבר סדר-יום של השבוע כשהיום הולכים לדון על חוק - - -
",
"יכולים להגיד שהדיון הוא בתנאי שיתקבל פטור. 
",
"אבל אתה עושה צחוק, אתה בעצם עושה צחוק מהוועדה. 
",
"אבל אני עכשיו לא דן בזה. 
",
"תן את הכבוד לחברי הוועדה, אולי תיפול בהצבעה? 
",
